file,n_words,mean_norm,std_norm,coefficient_of_variation
embeddings/builtin_embeddings_unnormalize.npz,524,4.444782257080078,1.0466419458389282,0.23547653974989122
embeddings/polish_embeddings_unnormalize.npz,10000,4.09158182144165,1.02188241481781,0.2497524085825942
embeddings/random_524_unnormalized.npz,524,19.552690505981445,0.6977366209030151,0.03568494170608222
embeddings/random_10000_unnormalized.npz,10000,19.574052810668945,0.7015889286994934,0.035842803505520764
embeddings/builtin_embeddings.npz,524,1.0,4.03385307379267e-08,4.03385307379267e-08
embeddings/polish_embeddings.npz,10000,1.0,3.928936465058541e-08,3.928936465058541e-08
embeddings/random_524.npz,524,1.0,3.607987864029383e-08,3.607987864029383e-08
embeddings/random_10000.npz,10000,1.0,3.7422985599278036e-08,3.7422985599278036e-08
