file,variant,n_words,dimension,seed,centroid_bins,mean_norm,std_norm,norm_cv,norm_centroid_alignment_pearson,centroid_norm,mean_pair_dot,mean_self_dot,dot_anisotropy
embeddings/polish_embeddings_unnormalize.npz,raw,10000,384,1024,10,4.091581680624196,1.0218823627301001,0.2497524044477112,-0.8784490800550709,2.6674600876180534,7.114276218235887,17.785284212478377,0.40000913863633525
embeddings/polish_embeddings_unnormalize.npz,shuffled_norms,10000,384,1024,10,4.091581680624196,1.0218823627301001,0.2497524044477112,-0.001248103355682259,2.812468623793266,7.9089921306134,17.785284212478377,0.44469304151262046
embeddings/polish_embeddings_unnormalize.npz,shuffled_within_centroid_bin,10000,384,1024,10,4.091581680624196,1.0218823627301001,0.2497524044477112,-0.8658874508867566,2.6692753180899307,7.123964591802031,17.785284212478377,0.40055387963965
embeddings/polish_embeddings_unnormalize.npz,unit_cosine_reference,10000,384,1024,10,1.0,6.90483750419189e-17,6.90483750419189e-17,,0.6874278448803536,0.47250429234608216,1.0,0.47250429234608216
embeddings/random_10000_unnormalized.npz,raw,10000,384,1024,10,19.574052997693627,0.7015889243802832,0.03584280294239267,0.00045543717099016614,0.1973366555878034,0.0005782356846146073,383.63577777533186,1.5072517166353517e-06
embeddings/random_10000_unnormalized.npz,shuffled_norms,10000,384,1024,10,19.574052997693624,0.7015889243802832,0.03584280294239268,-0.004994462864199085,0.19714560259666206,0.0005028611317809963,383.63577777533186,1.310777463710609e-06
embeddings/random_10000_unnormalized.npz,shuffled_within_centroid_bin,10000,384,1024,10,19.574052997693627,0.7015889243802832,0.03584280294239267,-0.0005344351501601779,0.19730727280418545,0.0005666387877708499,383.63577777533186,1.4770227924432268e-06
embeddings/random_10000_unnormalized.npz,unit_cosine_reference,10000,384,1024,10,1.0,6.542784579969294e-17,6.542784579969294e-17,,0.010074501057274652,1.4957211251405996e-06,1.0,1.4957211251405996e-06
